Fall;Gewicht;Erreichbarkeit;STICH;f1;f2_question;f2A1;f2A2;f2A3;f2A4;f2A5;f3_question;f3A1;f3A2;f3A3;f3A4;f3A5;f3A6;f4_question;f4A1;f4A2;f4A3;f4A4;f4A5;f4A6;f4A7;f4A8;f4A9;f4A10;f4A11;f5;f6_question;f6A1_1;f6A2_1;f6A3_1;f6A4_1;f6A5_1;f7;f8_question;f8A1_1;f8A2_1;f8A3_1;f8A4_1;f8A5_1;f8A6_1;f8A7_1;f8A8_1;f8A9_1;f9_question;f9A1_1;f9A2_1;f9A3_1;f9A4_1;f10_question;f10A1;f10A2;f10A3;f10A4;f10A5;f10A6;f11;f11b;f11c;f12;f13_question;f13A1_1;f13A2_1;f13A3_1;f14;f14b;f15;f16;f17;f18;f19_question;f19A1_1;f19A2_1;f19A3_1;f19A4_1;f19A5_1;f19A6_1;f20_question;f20A1_1;f20A2_1;f20A3_1;f20A4_1;f20A5_1;f20A6_1;f20A7_1;f20A8_1;f20A9_1;f20A10_1;f20A11_1;f21_question;f21A1;f21A2;f21A3;f21A4;f21A5;f21A6;f21A7;f21A8;f21A9;f21A10;f21A11;f21A12;f21A13;f22;f23_question;f23A1_1;f23A2_1;f23A3_1;f23A4_1;f24;f24b_question;f24bA1;f24bA2;f24bA3;f24bA4;f24bA5;f24bA6;f24bA7;f25;s1;s2A1;s2neu;S2b;s3A1;s4A1;s5;s6;s6b;s7;BLX;GGK7;GKBIK10
1711;0,74327079;aus DatenschutzgrÅnden gelîscht ;1;1;;0;0;0;1;0;;0;1;0;1;0;0;;0;0;0;0;1;0;1;0;0;0;0;4;;4;2;2;1;1;3;;2;1;1;1;2;1;2;2;1;;;2;;2;;1;1;0;0;0;0;1;3;;1;;4;2;1;2;;2;2;4;1;;2;2;3;3;3;2;;1;1;2;2;1;2;3;1;2;2;1;;1;1;1;1;1;1;1;1;1;0;0;0;;1;;1;3;3;3;1;;0;1;0;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;1;1;4;1;2;3;1;4;10
1712;0,55687435;aus DatenschutzgrÅnden gelîscht ;2;2;;1;0;0;0;0;;1;1;1;0;0;0;;0;0;0;0;0;0;0;0;0;1;0;4;;1;2;1;1;3;3;;1;1;2;1;3;1;1;3;1;;1;1;2;;;1;0;0;0;0;0;1;4;;1;;3;1;2;2;;1;2;4;3;;3;3;3;2;1;2;;2;2;1;1;3;1;1;1;1;2;3;;1;0;1;0;1;1;1;1;1;0;0;0;;3;;1;3;3;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;1;1;7;5;;8;14;2;4
1713;1,00931017;aus DatenschutzgrÅnden gelîscht ;2;2;;0;0;0;1;0;;1;1;1;1;0;0;;1;0;1;1;1;0;1;1;0;0;0;4;;3;2;3;2;4;3;;1;9;1;1;9;2;1;2;2;;1;2;2;1;;0;1;0;0;0;0;1;4;;1;;2;4;3;1;1;2;1;5;1;;2;2;3;3;1;2;;2;2;1;1;2;1;1;1;2;3;3;;1;0;0;0;0;1;1;1;1;0;0;0;;2;;3;3;3;3;1;;1;1;1;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;2;2;3;2;3;8;5;4;10
1714;0,66235117;aus DatenschutzgrÅnden gelîscht ;1;2;;0;1;1;0;0;;1;1;0;1;0;0;;1;0;0;1;1;0;1;0;0;0;0;3;;4;2;9;2;1;1;;2;2;1;1;2;1;1;2;2;;1;2;;1;;1;1;0;0;0;0;2;;2;2;;3;9;2;2;;1;1;2;1;;1;9;4;3;2;2;;2;2;2;1;1;1;1;1;1;3;2;;0;0;1;1;1;1;1;1;1;0;0;0;;2;;2;3;3;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;2;aus DatenschutzgrÅnden gelîscht ;4;2;4;1;3;4;11;7;10
1715;1,23404808;aus DatenschutzgrÅnden gelîscht ;1;2;;1;0;0;0;0;;0;0;1;1;0;0;;1;0;0;0;0;1;1;0;0;0;0;2;;2;4;1;1;2;3;;2;1;3;1;1;1;2;2;2;;;;1;1;;1;0;0;0;0;0;1;3;;1;;4;2;2;2;;3;;2;5;;3;2;4;4;2;4;;1;2;2;2;1;1;2;1;1;2;3;;0;0;0;0;0;0;0;0;0;0;0;1;;2;;1;3;3;3;1;;0;1;0;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;1;1;7;5;;3;3;3;7
1716;0,68657135;aus DatenschutzgrÅnden gelîscht ;1;1;;0;0;0;1;0;;1;1;0;1;0;0;;1;0;1;1;1;0;0;0;0;0;0;3;;4;3;9;3;2;3;;1;2;9;1;2;1;1;1;2;;2;9;;1;;1;1;0;0;0;0;1;5;;1;;4;9;2;2;;2;1;3;3;;2;1;1;3;2;1;;3;3;2;1;2;2;2;1;2;3;3;;1;0;1;0;1;1;1;0;1;0;0;0;;2;;1;1;3;1;3;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;2;2;4;1;4;3;3;6;8
1717;0,94660010;aus DatenschutzgrÅnden gelîscht ;2;1;;1;1;1;0;0;;1;1;0;1;0;0;;1;0;1;0;1;0;1;0;0;0;0;4;;2;2;2;3;1;2;;2;1;2;1;1;2;1;2;2;;4;4;;4;;1;0;0;0;0;0;1;4;;1;;9;2;4;2;;2;1;4;4;;4;2;3;2;2;2;;3;2;1;1;1;1;2;1;2;2;2;;1;1;1;1;0;1;1;1;1;0;0;0;;1;;1;3;3;3;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;3;aus DatenschutzgrÅnden gelîscht ;3;2;6;1;4;5;5;4;7
1718;1,07684297;aus DatenschutzgrÅnden gelîscht ;1;5;;0;0;0;1;0;;1;0;0;1;0;0;;1;0;1;1;1;0;1;0;0;0;0;3;;2;2;3;2;1;1;;1;1;1;1;1;1;1;2;1;;2;;;2;;1;1;1;0;0;0;1;4;;1;;3;2;1;1;2;1;1;3;1;;2;3;4;3;2;3;;2;1;2;2;2;1;1;1;3;3;3;;0;0;1;0;1;0;1;1;1;0;0;0;;1;;1;9;3;3;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;2;aus DatenschutzgrÅnden gelîscht ;2;2;5;4;;3;12;1;9
1719;0,90577390;aus DatenschutzgrÅnden gelîscht ;1;2;;1;1;0;0;0;;1;1;1;1;0;0;;1;0;1;0;1;0;1;0;0;0;0;4;;3;1;3;2;1;3;;1;1;9;1;2;1;2;2;2;;1;1;1;1;;0;1;0;0;0;0;1;3;;1;;2;2;1;2;;2;1;3;3;;9;3;4;4;1;1;;1;1;2;2;1;9;2;1;2;3;2;;1;0;0;1;1;1;1;1;1;0;0;0;;2;;2;3;3;3;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;2;2;3;5;;3;15;6;8
1720;0,52727432;aus DatenschutzgrÅnden gelîscht ;1;2;;0;0;0;0;1;;1;1;1;0;0;0;;0;0;0;1;0;0;0;1;0;0;0;2;;1;2;3;4;2;2;;1;1;2;2;2;1;1;2;1;;3;2;2;;;1;1;1;0;0;0;1;4;;1;;3;1;2;2;;2;1;4;3;;9;3;4;2;1;2;;2;1;3;1;1;9;2;1;2;2;3;;1;1;0;1;1;1;0;1;1;0;0;0;;1;;3;3;3;3;1;;0;0;1;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;3;2;4;1;8;7;5;5;10
1721;0,49121444;aus DatenschutzgrÅnden gelîscht ;1;1;;0;1;1;0;0;;1;1;1;1;0;0;;0;0;0;0;1;0;1;0;0;0;0;4;;2;1;1;1;4;1;;1;1;1;2;1;1;1;2;1;;1;1;1;1;;0;0;0;0;0;1;1;3;;1;;2;1;3;2;;1;1;1;1;;1;9;4;2;2;3;;2;1;1;1;2;1;1;1;1;2;2;;1;1;1;0;1;1;1;1;1;0;0;0;;2;;3;3;3;3;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;2;aus DatenschutzgrÅnden gelîscht ;2;2;2;3;;3;8;6;8
1722;0,85070961;aus DatenschutzgrÅnden gelîscht ;2;2;;1;0;1;0;0;;1;0;1;1;0;0;;1;0;1;0;1;0;0;0;0;0;0;3;;3;4;1;1;1;4;;1;2;2;1;2;1;2;2;1;;1;;2;1;;0;0;1;0;0;0;1;3;;1;;2;2;3;1;2;3;;2;4;;1;2;1;2;1;2;;1;2;1;1;1;1;2;1;3;3;2;;1;1;0;1;1;1;0;1;1;0;0;0;;1;;3;3;9;3;1;;1;0;0;0;0;0;;3;1;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;2;2;5;5;;8;16;5;7
1723;1,22953485;aus DatenschutzgrÅnden gelîscht ;2;2;;0;0;0;1;0;;1;1;0;1;0;0;;1;0;1;0;1;1;1;1;0;0;0;4;;3;4;2;1;3;2;;1;2;2;2;3;1;1;2;1;;3;1;;1;;1;0;0;0;0;0;1;5;;1;;4;1;1;2;;1;2;2;4;;2;1;1;2;1;1;;1;1;2;2;1;2;2;1;2;3;2;;0;1;0;1;1;1;1;0;0;0;0;0;;2;;3;1;1;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;5;3;4;1;3;5;9;3;3
1724;0,77150007;aus DatenschutzgrÅnden gelîscht ;2;1;;0;0;0;1;0;;0;0;0;1;0;0;;1;0;1;1;1;0;1;0;0;0;0;4;;1;2;3;1;3;3;;2;2;2;2;2;2;2;1;1;;;;;3;;1;1;1;0;0;0;1;2;;2;;4;2;1;2;;1;1;3;3;;2;1;3;3;3;2;;1;1;1;2;3;1;1;1;3;2;3;;1;1;1;1;1;1;1;1;1;0;0;0;;3;;1;3;3;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;4;4;5;12;;4;9;3;3
1725;1,17736737;aus DatenschutzgrÅnden gelîscht ;1;2;;0;1;1;0;0;;1;1;1;1;0;0;;0;0;1;0;1;0;1;0;0;0;0;2;;3;2;2;3;2;3;;2;1;9;3;1;1;2;2;1;;2;1;2;2;;1;0;1;0;0;0;1;4;;1;;3;2;2;2;;1;1;4;4;;4;2;4;3;4;2;;3;2;1;1;1;2;3;2;2;2;3;;1;0;1;1;1;1;1;1;1;0;0;0;;2;;3;3;3;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;3;2;3;1;2;8;3;5;5
1726;0,90401502;aus DatenschutzgrÅnden gelîscht ;1;2;;0;1;0;0;0;;1;1;0;1;0;0;;1;0;1;1;1;0;1;0;0;0;0;2;;2;2;3;2;2;3;;1;1;3;2;1;2;1;3;1;;2;2;;2;;1;0;0;0;0;0;1;4;;1;;4;1;2;2;;1;1;2;3;;2;1;1;3;2;1;;1;1;2;9;1;1;3;1;2;2;3;;1;1;0;0;1;1;1;1;0;0;0;0;;2;;2;2;3;1;1;;1;0;1;0;0;0;;1;1;aus DatenschutzgrÅnden gelîscht ;3;aus DatenschutzgrÅnden gelîscht ;1;1;5;1;3;3;3;6;8
1727;0,72773029;aus DatenschutzgrÅnden gelîscht ;2;2;;1;1;0;0;0;;0;1;1;1;0;0;;0;0;1;0;0;0;0;0;0;0;0;4;;4;2;4;4;2;3;;3;1;1;1;1;1;1;2;2;;;9;2;9;;0;1;1;0;0;0;3;;;1;;4;2;1;2;;1;1;2;2;;3;1;4;2;3;1;;2;3;1;3;2;2;2;1;2;3;2;;1;1;0;1;1;0;0;1;0;0;0;0;;2;;9;3;3;3;1;;0;0;1;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;1;1;7;1;8;8;5;4;9
1728;0,85671204;aus DatenschutzgrÅnden gelîscht ;2;1;;1;1;1;0;0;;0;1;1;1;0;0;;1;0;1;1;1;0;1;0;0;0;0;2;;3;3;2;3;4;3;;2;2;2;2;1;1;1;2;1;;;1;1;1;;0;1;1;0;0;0;1;3;;1;;4;2;2;2;;3;;1;5;;2;2;4;4;4;4;;1;9;1;1;1;2;2;1;1;1;2;;0;0;0;0;0;0;0;0;0;0;0;1;;2;;1;3;3;3;1;;1;0;0;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;2;2;5;1;6;7;5;7;10
1729;0,88545994;aus DatenschutzgrÅnden gelîscht ;1;3;;1;0;0;0;0;;0;1;0;0;0;0;;1;0;1;0;0;0;1;0;0;0;0;3;;4;2;3;3;4;2;;1;1;2;2;2;1;3;2;1;;;1;;;;1;1;1;0;0;0;3;;;1;;3;1;1;2;;3;;3;4;;2;3;4;1;2;1;;1;1;1;1;1;1;3;1;1;2;2;;1;1;1;0;1;1;0;1;1;0;0;0;;2;;1;3;3;3;1;;1;0;0;0;0;0;;1;1;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;1;1;3;5;;2;5;3;3
1730;1,06413394;aus DatenschutzgrÅnden gelîscht ;1;4;;1;0;0;0;0;;1;1;0;1;0;0;;0;0;1;1;1;0;1;0;0;0;0;4;;3;1;4;1;2;2;;2;2;1;1;1;2;1;1;1;;3;2;;2;;1;1;1;0;0;0;2;;2;4;;4;1;2;1;2;2;1;3;3;;1;3;2;2;1;2;;1;1;1;1;2;1;2;1;9;2;2;;1;0;1;1;1;1;1;1;0;0;0;0;;2;;1;3;3;9;1;;1;1;1;0;0;0;;1;1;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;1;1;5;1;4;8;6;2;7
1731;0,39902971;aus DatenschutzgrÅnden gelîscht ;2;2;;1;1;0;0;0;;1;1;0;0;0;0;;0;0;0;0;1;0;1;0;0;0;0;3;;2;3;2;1;3;3;;1;1;2;1;2;1;2;2;1;;2;1;;;;1;1;0;0;0;0;1;5;;1;;4;2;2;1;2;1;1;4;4;;2;2;3;4;2;3;;2;1;1;1;3;1;2;2;2;2;3;;0;1;1;0;1;1;1;0;1;0;0;0;;2;;1;3;3;3;1;;1;0;1;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;1;aus DatenschutzgrÅnden gelîscht ;3;3;2;6;;4;7;3;4
1732;0,70063026;aus DatenschutzgrÅnden gelîscht ;1;2;;0;1;0;0;0;;0;1;1;1;0;0;;1;1;1;0;0;1;1;1;0;0;0;4;;2;2;3;4;1;2;;3;2;1;1;1;1;1;2;2;;;2;1;9;;1;1;1;0;0;0;1;3;;1;;2;3;2;2;;1;1;1;1;;3;1;3;3;1;1;;2;2;3;1;1;1;1;1;1;2;2;;0;1;0;1;1;0;1;1;0;0;0;0;;2;;1;3;3;3;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;2;aus DatenschutzgrÅnden gelîscht ;2;2;4;4;;3;5;6;10
1733;0,62527038;aus DatenschutzgrÅnden gelîscht ;1;2;;0;0;0;1;0;;1;0;0;1;0;0;;0;0;0;1;1;1;0;1;0;0;0;4;;2;1;4;4;4;1;;1;1;1;2;2;2;2;3;2;;2;;;1;;0;0;0;0;0;1;2;;3;1;;2;2;3;2;;1;1;3;1;;1;2;4;4;4;3;;2;2;9;2;1;1;9;1;1;1;2;;0;1;1;1;1;1;1;1;1;0;0;0;;2;;1;3;3;3;2;;;;;;;;;1;2;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;3;2;4;1;3;4;16;2;4
1734;0,73660659;aus DatenschutzgrÅnden gelîscht ;1;2;;1;1;0;0;0;;1;1;0;1;0;0;;1;0;0;0;1;0;1;0;0;0;0;2;;4;4;1;1;2;1;;1;1;1;1;2;2;1;1;9;;2;2;;2;;1;1;1;0;0;0;1;4;;1;;3;1;2;2;;3;;4;1;;2;4;4;3;2;4;;1;1;1;2;3;1;1;1;1;2;3;;1;1;1;1;1;1;1;1;1;0;0;0;;2;;3;3;3;3;2;;;;;;;;;1;1;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;1;1;3;5;;3;5;6;8
1735;0,64581451;aus DatenschutzgrÅnden gelîscht ;2;3;;1;1;1;0;0;;1;0;0;1;0;0;;1;0;1;1;1;1;1;0;0;0;0;4;;2;3;2;9;3;3;;3;2;1;2;2;3;1;1;1;;2;;;1;;0;0;1;0;0;0;1;4;;1;;4;9;1;2;;3;;2;1;;3;2;4;3;2;2;;1;1;2;2;2;1;1;1;9;9;1;;1;1;1;1;1;0;1;1;1;0;0;0;;1;;1;3;3;3;1;;0;0;1;0;0;0;;1;1;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;2;2;3;5;;7;8;6;8
1736;1,68539146;aus DatenschutzgrÅnden gelîscht ;1;1;;1;1;0;0;0;;1;0;1;1;0;0;;1;0;0;1;0;1;1;1;0;0;0;2;;2;1;2;1;4;2;;1;2;1;2;2;3;1;1;2;;3;;3;2;;1;0;0;0;0;0;1;3;;1;;4;2;2;2;;4;3;4;1;;1;2;4;3;1;1;;2;1;1;1;1;1;1;2;2;2;1;;0;0;1;1;0;0;1;1;0;0;0;0;;1;;3;3;3;3;1;;0;1;0;0;0;0;;1;1;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;1;1;3;5;;3;11;7;10
1737;0,96663146;aus DatenschutzgrÅnden gelîscht ;1;2;;0;0;0;1;0;;1;0;0;1;0;0;;1;0;1;1;0;0;1;0;0;0;0;4;;4;2;3;1;4;3;;9;2;1;2;1;2;2;2;1;;2;;;2;;1;0;1;0;0;0;1;4;;1;;3;1;1;1;2;1;1;4;1;;2;2;3;2;2;2;;1;1;1;2;2;2;3;1;1;2;2;;0;1;0;1;1;1;1;1;0;0;0;0;;1;;1;9;3;3;1;;1;1;1;0;0;0;;1;2;aus DatenschutzgrÅnden gelîscht ;2;aus DatenschutzgrÅnden gelîscht ;5;4;5;3;;6;5;6;8
1738;0,77202065;aus DatenschutzgrÅnden gelîscht ;1;1;;0;0;0;0;1;;1;1;1;1;0;0;;1;0;0;0;1;1;1;0;0;0;0;5;;4;3;2;2;4;2;;1;2;3;1;9;2;3;2;1;;4;2;2;4;;1;0;0;0;0;0;1;4;;1;;4;4;1;1;1;2;1;3;2;;4;2;2;2;1;2;;2;3;2;3;2;2;3;1;2;2;9;;1;1;1;1;1;1;0;1;1;0;0;0;;1;;3;2;3;2;1;;1;0;0;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;1;1;4;5;;8;9;7;10
1739;1,55691655;aus DatenschutzgrÅnden gelîscht ;1;2;;1;1;0;0;0;;1;1;0;1;0;0;;0;0;1;0;1;0;1;0;0;0;0;4;;2;3;1;2;3;2;;2;2;2;2;1;2;2;1;2;;2;1;;1;;0;1;0;0;0;0;3;;;1;;1;1;4;2;;3;;4;1;;2;3;3;3;2;2;;1;2;2;2;1;2;2;2;2;2;1;;1;1;1;1;1;1;1;1;1;0;0;0;;2;;2;3;3;3;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;1;1;3;5;;3;9;2;7
1740;0,49021160;aus DatenschutzgrÅnden gelîscht ;2;1;;0;1;0;0;0;;1;1;1;1;0;0;;1;0;1;1;0;0;1;0;0;0;0;3;;1;1;3;3;2;1;;2;1;1;1;1;3;2;2;1;;1;1;1;2;;1;0;1;0;0;0;1;4;;1;;3;2;2;2;;1;1;4;1;;1;3;4;4;3;1;;1;1;1;2;1;1;1;1;1;1;2;;1;1;1;1;0;1;0;0;1;0;0;0;;2;;1;3;3;3;2;;;;;;;;;1;2;aus DatenschutzgrÅnden gelîscht ;1;aus DatenschutzgrÅnden gelîscht ;4;4;2;3;;6;11;7;10
1741;1,00888902;aus DatenschutzgrÅnden gelîscht ;2;1;;1;1;0;0;0;;1;1;1;1;0;0;;1;1;1;1;1;0;1;0;0;0;0;4;;3;2;2;1;1;3;;2;2;2;2;1;2;1;1;2;;3;2;2;2;;0;0;1;0;0;0;2;;3;4;;1;1;3;2;;2;1;2;3;;3;2;3;3;2;2;;2;2;1;2;3;1;1;1;2;2;2;;1;1;0;1;1;1;1;1;1;0;0;0;;1;;2;3;9;9;3;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;2;2;3;5;;7;9;3;7
1742;1,56326924;aus DatenschutzgrÅnden gelîscht ;1;5;;1;1;0;0;0;;0;0;1;1;0;0;;0;0;1;1;0;0;1;0;0;0;0;4;;4;2;3;1;1;1;;2;1;2;1;2;1;2;1;1;;;;1;2;;0;0;0;1;0;0;2;;1;2;;3;2;1;2;;3;;1;1;;4;1;4;3;2;2;;2;1;2;2;1;1;1;1;1;1;2;;1;0;1;1;1;1;1;1;1;0;0;0;;1;;1;3;3;3;2;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;2;2;5;5;;5;1;4;6
1743;0,87173808;aus DatenschutzgrÅnden gelîscht ;2;2;;0;0;0;1;0;;1;1;0;1;0;0;;1;0;1;0;1;0;1;0;0;0;0;3;;2;4;1;1;2;3;;1;2;2;2;1;1;1;2;1;;2;1;;1;;1;1;0;0;0;0;1;4;;1;;9;1;1;2;;2;1;3;1;;2;2;3;3;3;9;;1;2;1;1;2;2;3;1;2;2;3;;0;1;1;1;1;0;0;1;1;0;0;0;;2;;3;3;3;3;1;;0;1;0;0;0;0;;1;2;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;2;2;5;1;3;8;9;7;10
1744;0,68999161;aus DatenschutzgrÅnden gelîscht ;1;1;;0;0;0;1;0;;0;0;0;1;0;0;;0;0;0;0;0;0;0;0;0;0;1;3;;4;3;3;4;4;1;;2;1;1;2;1;3;2;2;1;;;;;1;;1;0;1;0;0;0;3;;;1;;4;2;2;2;;3;;2;3;;2;2;4;9;3;1;;1;1;1;2;1;1;3;1;2;3;3;;0;0;1;0;1;1;1;0;1;0;0;0;;1;;3;3;3;2;2;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;2;2;3;5;;4;11;7;10
1745;0,64581451;aus DatenschutzgrÅnden gelîscht ;1;3;;1;0;0;0;0;;1;1;1;1;0;0;;1;0;1;1;1;0;1;0;0;0;0;2;;3;1;4;1;4;3;;2;1;1;2;2;1;3;2;1;;2;2;3;1;;0;0;0;1;0;0;2;;2;2;;4;2;2;1;2;2;2;3;1;;2;2;4;3;1;3;;3;3;1;2;2;1;2;1;2;9;1;;1;1;1;1;0;1;1;1;0;0;0;0;;3;;1;3;3;3;1;;0;1;0;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;2;2;7;5;;2;8;6;10
1746;0,90745871;aus DatenschutzgrÅnden gelîscht ;1;1;;0;1;0;0;0;;0;1;1;1;0;0;;0;0;1;0;0;0;1;0;0;0;0;2;;2;1;4;3;4;1;;1;1;2;2;2;2;1;2;3;;;2;1;2;;0;1;0;0;0;0;1;4;;1;;1;1;4;2;;3;;4;1;;1;2;3;3;2;2;;1;1;2;2;1;1;1;1;2;3;1;;1;0;1;1;1;1;1;1;1;0;0;0;;2;;1;3;3;3;1;;1;1;0;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;2;2;3;5;;5;3;5;5
1747;0,72114536;aus DatenschutzgrÅnden gelîscht ;1;1;;0;1;0;0;0;;1;1;1;1;0;0;;1;1;1;1;1;1;1;0;0;0;0;4;;1;2;2;1;1;3;;3;1;1;1;2;1;1;2;2;;2;1;3;2;;1;1;0;0;0;0;1;3;;1;;2;1;1;2;;3;;2;3;;2;4;4;9;2;1;;2;1;1;3;2;3;2;1;9;9;2;;1;0;1;1;0;1;1;1;1;0;0;0;;2;;3;3;3;3;1;;0;1;0;0;0;0;;2;1;aus DatenschutzgrÅnden gelîscht ;7;aus DatenschutzgrÅnden gelîscht ;1;1;4;5;;2;5;5;10
1748;0,48390019;aus DatenschutzgrÅnden gelîscht ;1;2;;1;0;0;0;0;;0;1;0;1;0;0;;1;0;0;1;1;1;0;0;0;0;0;3;;3;2;4;1;1;1;;2;2;3;1;2;2;3;3;2;;;3;;4;;1;1;1;0;0;0;1;3;;1;;2;1;1;1;1;1;2;1;1;;4;3;4;1;1;1;;1;1;1;1;2;1;2;2;1;2;1;;0;1;1;1;1;1;1;1;1;0;0;0;;1;;1;3;9;3;3;;;;;;;;;1;2;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;3;3;6;1;4;5;16;6;8
1749;0,80681590;aus DatenschutzgrÅnden gelîscht ;1;2;;1;1;0;0;0;;1;1;0;1;0;0;;1;0;1;0;1;0;1;0;0;0;0;2;;4;2;2;1;2;2;;1;2;1;2;1;2;1;2;3;;3;1;;1;;0;1;0;0;0;0;1;3;;1;;9;1;3;1;2;1;1;4;1;;2;2;4;3;3;2;;2;1;2;2;2;1;1;1;2;1;3;;1;1;1;1;0;1;1;1;1;0;0;0;;2;;1;9;3;2;1;;0;1;0;0;0;0;;1;2;aus DatenschutzgrÅnden gelîscht ;4;aus DatenschutzgrÅnden gelîscht ;3;2;4;2;8;4;8;5;8
1750;0,25561926;aus DatenschutzgrÅnden gelîscht ;1;2;;0;0;0;0;1;;1;0;1;1;0;0;;0;0;0;0;0;0;0;0;0;1;0;2;;2;1;4;3;3;1;;2;1;2;1;2;2;1;1;2;;2;;2;1;;0;0;0;1;0;0;1;2;;2;;4;2;2;2;;1;1;2;1;;2;3;4;9;4;1;;3;3;3;1;1;2;3;1;1;2;1;;1;1;1;1;0;1;1;1;1;0;0;0;;2;;3;3;3;3;1;;0;1;0;0;0;0;;2;2;aus DatenschutzgrÅnden gelîscht ;5;aus DatenschutzgrÅnden gelîscht ;1;1;5;5;;2;12;4;10
1751;0,63863931;aus DatenschutzgrÅnden gelîscht ;2;4;;0;1;0;0;0;;0;1;0;1;0;0;;0;0;1;0;0;0;1;0;0;0;0;4;;4;2;3;3;2;3;;1;1;1;1;1;1;3;2;2;;;1;;2;;1;1;1;0;0;0;2;;2;1;;4;1;1;1;1;1;1;4;1;;2;4;3;2;2;2;;2;1;1;1;2;2;2;1;1;2;2;;1;1;1;1;0;1;1;1;1;0;0;0;;1;;3;3;3;3;3;;;;;;;;;2;2;aus DatenschutzgrÅnden gelîscht ;6;aus DatenschutzgrÅnden gelîscht ;1;1;3;5;;3;6;3;3
1752;1,46888632;aus DatenschutzgrÅnden gelîscht ;2;3;;0;0;0;1;0;;1;1;1;1;0;0;;0;0;0;0;1;0;1;0;0;0;0;4;;2;4;1;2;1;1;;1;1;2;1;2;1;2;1;1;;1;1;3;2;;1;0;0;0;0;0;1;3;;1;;3;1;2;1;1;1;1;2;3;;2;1;4;3;2;2;;1;1;1;1;1;2;3;9;3;3;3;;0;1;1;0;1;0;0;0;1;0;0;0;;2;;2;3;3;3;3;;;;;;;;;2;1;aus DatenschutzgrÅnden gelîscht ;3;aus DatenschutzgrÅnden gelîscht ;4;2;5;1;5;5;6;3;9
